;;;;;;;;;;;;;;
Zambezi River Authority;;;;;;;;;;;;;;
Annual Report of Daily Data: Daily Flow;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Station Number : 130400         ;Year: 1990/1991;;;;;;;;;;;;;
Station Name : 1-105 Zambezi At Chavuma Mission (130400);;;;;;;;;;;;;;
Time-Series Type : Flow (cumecs);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;Oct  ;Nov  ;Dec  ;Jan  ;Feb  ;Mar  ;Apr  ;May  ;Jun  ;Jul  ;Aug  ;Sep  ;
28;;66;119;701;2028;1386;2974;920;420;224;145;93;76;
29;;66;125;732;1916;;2935;900;408;220;143;93;74;
30;;66;132;778;1849;;2843;871;397;215;141;92;72;
31;;63;;803;1822;;2670;;390;;139;92;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Station Number : 130400         ;Year: 2013/2014;;;;;;;;;;;;;
Station Name : 1-105 Zambezi At Chavuma Mission (130400);;;;;;;;;;;;;;
Time-Series Type : Flow (cumecs);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;Oct  ;Nov  ;Dec  ;Jan  ;Feb  ;Mar  ;Apr  ;May  ;Jun  ;Jul  ;Aug  ;Sep  ;
;;;;;;;;;;;;;;
1;;72;61;131;367;1394;1730;2381;1703;669;351;215;115;
2;;72;61;141;431;1390;1768;2381;1710;643;347;214;115;
3;;72;63;151;489;1379;1797;2339;1557;629;338;208;113;
4;;72;63;150;522;1352;1897;2287;1496;614;334;205;112;
5;;71;61;149;554;1349;1867;2307;1445;571;330;201;111;
6;;71;69;151;640;1312;1889;2311;1442;571;325;198;109;
7;;70;69;154;674;1281;1924;2274;1394;562;319;191;108;
8;;69;70;160;741;1289;1935;2450;1352;555;311;191;106;
9;;66;70;171;784;1293;1926;2515;1311;553;304;190;104;
10;;66;71;174;896;1264;1897;2642;1262;550;300;189;103;
11;;66;70;181;948;1264;1852;2719;1232;519;299;186;102;
12;;66;74;184;1059;1273;1861;2800;1182;512;292;184;98;
13;;65;74;206;1138;1151;1954;2910;1154;503;286;181;96;
14;;64;74;208;1188;1094;2083;3044;1082;493;278;180;96;
15;;64;74;207;1235;1048;2277;3194;1088;478;277;178;94;
16;;62;75;211;1273;1042;2392;3306;1068;468;272;177;93;
17;;61;76;212;1332;1046;2394;3309;1026;459;266;174;92;
18;;60;77;213;1394;1094;2395;3257;1003;448;262;169;89;
19;;59;78;216;1431;1134;2287;3155;968;443;261;163;89;
20;;59;82;217;1526;1192;2259;3039;943;433;256;160;87;
21;;58;84;219;1567;1354;2148;2907;904;424;253;157;86;
22;;55;84;222;1570;1361;2114;2731;891;413;249;155;85;
23;;54;90;223;1541;1361;2089;2632;857;408;246;154;96;
24;;52;92;222;1520;1394;2072;2478;830;401;242;150;95;
25;;52;101;224;1515;1455;2104;2396;809;391;237;148;94;
26;;53;108;228;1531;1462;2199;2193;788;383;231;144;93;
27;;54;114;249;1522;1523;2318;2090;760;377;229;142;92;
28;;55;118;258;1498;1628;2381;1986;736;371;224;141;90;
29;;59;125;268;1479;;2383;1885;727;364;223;139;90;
30;;59;148;298;1436;;2383;1788;701;362;219;122;89;
31;;62;;328;1398;;2349;;684;;219;119;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Station Number : 130400         ;Year: 2014/2015;;;;;;;;;;;;;
Station Name : 1-105 Zambezi At Chavuma Mission (130400);;;;;;;;;;;;;;
Time-Series Type : Flow (cumecs);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;Oct  ;Nov  ;Dec  ;Jan  ;Feb  ;Mar  ;Apr  ;May  ;Jun  ;Jul  ;Aug  ;Sep  ;
;;;;;;;;;;;;;;
1;;87;70;98;187;908;701;688;964;422;245;149;92;
2;;87;69;97;207;918;733;726;931;409;241;147;91;
3;;85;68;98;212;1047;739;813;911;401;234;143;90;
4;;85;68;100;221;1144;764;863;894;394;230;138;87;
5;;81;68;106;225;1115;765;954;867;384;228;137;87;
6;;81;68;110;225;1115;758;1004;858;383;225;132;85;
7;;81;74;110;227;1100;759;1049;834;370;219;129;84;
8;;81;61;111;254;1040;777;1115;815;358;217;129;83;
9;;81;61;113;266;991;785;1141;794;352;212;128;82;
10;;81;84;114;271;967;795;1170;771;351;210;126;82;
11;;79;84;129;292;932;800;1216;754;343;205;122;80;
12;;79;84;122;311;910;805;1273;736;336;202;120;82;
13;;77;87;125;336;874;805;1336;723;334;200;118;77;
14;;77;89;126;351;847;805;1390;698;326;196;117;77;
15;;74;90;127;370;831;794;1401;677;321;194;116;75;
16;;75;94;131;423;803;785;1398;660;314;187;115;75;
17;;75;91;135;428;790;771;1387;641;310;186;113;75;
18;;75;97;136;527;768;759;1347;626;305;184;112;73;
19;;74;97;139;515;756;740;1315;606;299;183;111;72;
20;;74;98;136;513;739;729;1292;584;291;180;110;71;
21;;75;98;156;516;731;704;1246;569;288;177;107;70;
22;;75;97;151;527;729;690;1229;550;286;173;106;68;
23;;75;98;155;610;720;677;1192;533;281;170;104;68;
24;;74;98;160;703;713;670;1151;514;277;168;102;66;
25;;73;98;171;766;704;653;1115;505;270;168;101;66;
26;;73;97;173;803;700;654;1085;495;268;160;99;65;
27;;73;98;174;825;690;646;1049;474;263;156;95;64;
28;;72;98;176;833;700;647;1025;463;258;156;94;65;
29;;72;98;178;870;;641;1003;453;256;156;94;64;
30;;70;98;179;904;;647;994;439;252;154;94;64;
31;;70;;181;904;;668;;433;;151;92;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Station Number : 130400         ;Year: 2015/2016;;;;;;;;;;;;;
Station Name : 1-105 Zambezi At Chavuma Mission (130400);;;;;;;;;;;;;;
Time-Series Type : Flow (cumecs);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;Oct  ;Nov  ;Dec  ;Jan  ;Feb  ;Mar  ;Apr  ;May  ;Jun  ;Jul  ;Aug  ;Sep  ;
;;;;;;;;;;;;;;
1;;64;52;84;239;1601;2506;2511;1085;423;238;144;91;
2;;63;55;86;239;1754;2511;2445;1040;414;232;139;90;
3;;63;57;83;242;1888;2278;2488;1033;406;228;138;88;
4;;63;62;86;250;2048;2291;2542;993;398;224;136;87;
5;;62;63;88;261;2166;2330;2588;929;398;219;136;86;
6;;61;64;92;268;2225;2484;2620;908;391;218;136;84;
7;;60;61;95;268;2328;2501;2649;891;370;208;133;83;
8;;60;61;99;278;2360;2675;2610;853;356;207;133;83;
9;;59;60;100;285;2471;2732;2511;853;354;206;128;81;
10;;59;60;101;286;2499;2787;2425;813;352;201;124;79;
11;;59;59;109;303;2729;2940;2323;792;347;198;124;79;
12;;60;59;113;307;2724;3092;2282;764;344;194;123;78;
13;;61;59;116;320;2817;3211;2282;758;327;191;121;78;
14;;59;61;123;343;2911;3231;2234;726;324;190;121;77;
15;;59;61;125;370;3001;3238;2143;705;319;186;120;75;
16;;59;64;127;403;3139;3374;2013;676;315;181;113;75;
17;;57;61;136;449;3270;3386;1921;663;311;178;112;74;
18;;57;62;146;492;3306;3421;1737;642;299;177;112;75;
19;;58;62;154;552;3251;3430;1714;611;296;173;111;74;
20;;58;63;157;634;3209;3374;1708;586;286;173;109;73;
21;;57;63;184;709;3094;3243;1559;571;281;171;107;72;
22;;56;65;194;802;3024;3114;1487;553;280;168;105;72;
23;;55;66;212;818;2824;3001;1428;533;270;167;104;72;
24;;54;70;215;815;2708;2879;1361;530;266;163;102;72;
25;;54;75;217;837;2619;2773;1315;513;259;157;100;71;
26;;53;81;226;891;2564;2733;1264;495;257;155;98;71;
27;;54;87;230;932;2472;2677;1225;486;250;155;98;66;
28;;53;85;230;1040;2487;2643;1180;471;248;152;94;70;
29;;51;84;228;1175;2511;2606;1145;457;246;150;93;72;
30;;55;84;230;1401;;2563;1109;447;240;148;93;72;
31;;51;;238;1592;;2385;;442;;145;92;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Station Number : 130400         ;Year: 2016/2017;;;;;;;;;;;;;
Station Name : 1-105 Zambezi At Chavuma Mission (130400);;;;;;;;;;;;;;
Time-Series Type : Flow (cumecs);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;Oct  ;Nov  ;Dec  ;Jan  ;Feb  ;Mar  ;Apr  ;May  ;Jun  ;Jul  ;Aug  ;Sep  ;
;;;;;;;;;;;;;;
1;;72;49;86;182;461;1315;2165;898;337;187;122;73;
2;;71;48;88;190;444;1436;2142;870;333;184;118;72;
3;;70;50;89;201;444;1520;2095;852;330;181;115;71;
4;;70;50;93;219;444;1566;2023;853;326;178;113;70;
5;;66;49;95;238;442;1594;1915;714;316;175;111;69;
6;;65;48;97;266;448;1742;1816;695;307;171;109;68;
7;;64;49;101;299;458;1940;1700;698;299;168;108;67;
8;;61;50;104;325;490;2084;1692;695;290;165;107;66;
9;;62;51;107;338;522;2138;1700;695;284;162;105;65;
10;;62;51;107;347;539;2225;1446;633;281;159;103;65;
11;;61;52;111;352;565;2329;1390;621;266;156;101;64;
12;;61;53;111;352;588;2440;1325;576;262;153;97;63;
13;;60;53;115;360;631;2597;1278;583;263;147;95;62;
14;;59;53;126;354;660;2759;1231;571;248;142;94;61;
15;;59;53;126;351;701;2892;1189;554;236;141;92;60;
16;;58;53;127;351;733;3185;1153;543;233;139;92;60;
17;;56;55;130;347;755;3309;1112;528;230;139;90;59;
18;;58;55;135;345;778;3336;1076;512;227;139;89;59;
19;;57;56;139;346;802;3242;1039;501;224;138;87;58;
20;;57;57;144;349;828;3055;1005;495;221;136;87;57;
21;;56;59;159;368;868;2835;946;475;218;136;85;57;
22;;55;59;172;374;922;2597;961;458;215;134;83;55;
23;;54;60;172;398;943;2455;929;455;211;133;82;55;
24;;53;62;171;422;1004;2365;925;433;208;133;81;54;
25;;52;63;170;448;1076;2319;920;418;205;132;80;53;
26;;51;65;170;468;1154;2290;904;403;202;131;79;52;
27;;51;68;167;474;1259;2250;901;397;199;129;78;52;
28;;51;71;171;474;1299;2284;891;385;196;128;77;51;
29;;49;74;173;471;;2204;913;377;193;126;76;50;
30;;49;83;171;468;;2184;908;372;190;125;75;48;
31;;49;;174;467;;2182;;356;;124;74;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Station Number : 130400         ;Year: 2017/2018;;;;;;;;;;;;;
Station Name : 1-105 Zambezi At Chavuma Mission (130400);;;;;;;;;;;;;;
Time-Series Type : Flow (cumecs);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;Oct  ;Nov  ;Dec  ;Jan  ;Feb  ;Mar  ;Apr  ;May  ;Jun  ;Jul  ;Aug  ;Sep  ;
;;;;;;;;;;;;;;
1;;48;58;101;757;1503;1528;2898;3021;736;362;213;134;
2;;48;58;106;803;1574;1494;2931;2772;713;375;210;133;
3;;47;59;109;829;1592;1503;2959;2455;690;351;207;131;
4;;47;57;111;836;1625;1495;3122;2239;670;341;205;129;
5;;47;57;115;844;1681;1492;3285;2059;651;336;203;127;
6;;46;56;118;857;1756;1504;3381;1897;631;329;198;120;
7;;45;55;122;871;1926;1538;3495;1761;615;324;195;124;
8;;45;56;139;878;1973;1619;3634;1645;599;319;191;123;
9;;45;55;157;885;2012;1778;3848;1549;581;313;188;121;
10;;45;54;158;887;2083;1935;4036;1468;568;308;185;118;
11;;45;59;164;904;2112;2038;4269;1401;553;300;183;117;
12;;46;63;173;923;2131;2123;4439;1338;543;296;180;115;
13;;47;65;176;951;2203;2215;4554;1281;527;290;176;114;
14;;47;63;193;981;2215;2289;4631;1239;513;286;174;113;
15;;47;66;197;990;2222;2267;4693;1193;505;281;173;111;
16;;46;66;204;1006;2272;2211;4800;1153;494;277;169;109;
17;;45;67;208;1011;2265;2176;4825;1116;485;272;166;108;
18;;45;69;221;1027;2182;2107;4849;1081;473;267;164;108;
19;;47;71;242;1041;2092;2083;4842;1050;458;263;162;107;
20;;47;72;263;1057;1984;2088;4877;1020;450;258;159;106;
21;;47;74;270;1078;1910;2122;4909;990;438;254;156;104;
22;;47;76;303;1106;1823;2170;4916;960;434;249;154;104;
23;;48;78;327;1135;1767;2252;4842;925;420;245;152;102;
24;;49;79;399;1170;1714;2370;4698;922;413;242;151;101;
25;;47;83;406;1207;1665;2462;4521;902;405;238;149;99;
26;;46;86;411;1256;1642;2491;4296;875;398;235;147;97;
27;;45;94;423;1302;1600;2530;4049;851;390;231;144;96;
28;;44;95;510;1362;1564;2529;3814;829;382;228;142;94;
29;;44;98;560;1426;;2581;3559;806;375;224;140;92;
30;;43;100;629;1482;;2637;3300;782;366;220;136;90;
31;;57;;689;1512;;2778;;759;;217;135;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Station Number : 130400         ;Year: 2018/2019;;;;;;;;;;;;;
Station Name : 1-105 Zambezi At Chavuma Mission (130400);;;;;;;;;;;;;;
Time-Series Type : Flow (cumecs);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;Oct  ;Nov  ;Dec  ;Jan  ;Feb  ;Mar  ;Apr  ;May  ;Jun  ;Jul  ;Aug  ;Sep  ;
;;;;;;;;;;;;;;
1;;87;68;69;153;440;577;731;461;213;134;90;63;
2;;85;66;74;158;446;593;728;448;210;132;89;64;
3;;84;65;77;165;459;612;721;438;206;129;88;63;
4;;83;64;78;173;475;637;709;426;201;128;87;63;
5;;82;63;79;179;483;659;704;415;199;127;86;63;
6;;81;63;80;194;499;679;695;405;196;126;85;63;
7;;79;63;81;200;513;701;682;395;192;124;84;62;
8;;77;61;84;211;518;718;669;386;188;121;84;59;
9;;75;63;85;212;522;733;657;374;185;120;83;57;
10;;74;61;85;219;542;738;646;363;182;119;82;59;
11;;72;61;84;228;532;739;638;354;179;117;81;58;
12;;72;61;85;235;533;745;634;349;176;114;80;57;
13;;70;61;84;247;533;744;629;341;173;114;80;56;
14;;70;61;86;256;530;752;626;331;169;113;79;56;
15;;68;61;87;267;517;761;640;325;166;112;78;55;
16;;66;62;88;273;509;762;597;314;165;110;76;54;
17;;66;62;91;279;504;764;585;304;162;109;75;53;
18;;67;63;93;287;503;763;578;298;160;108;75;51;
19;;65;65;92;299;496;764;571;289;156;107;73;51;
20;;68;64;94;325;510;762;555;283;155;105;72;49;
21;;68;63;97;340;511;762;548;276;152;104;71;48;
22;;68;62;104;339;508;761;539;270;149;101;70;48;
23;;68;59;110;345;518;759;538;264;148;100;69;47;
24;;70;59;113;359;542;752;527;257;146;98;68;47;
25;;70;60;118;372;550;745;522;249;144;97;67;46;
26;;72;60;124;384;553;738;514;243;142;96;67;44;
27;;72;60;127;395;556;732;506;239;140;95;66;43;
28;;72;61;132;407;559;730;495;234;139;94;66;43;
29;;71;62;139;415;;729;483;228;137;93;65;42;
30;;70;64;147;433;;729;471;224;135;92;65;42;
31;;69;;152;440;;729;;222;;91;65;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Station Number : 130400         ;Year: 2019/2020;;;;;;;;;;;;;
Station Name : 1-105 Zambezi At Chavuma Mission (130400);;;;;;;;;;;;;;
Time-Series Type : Flow (cumecs);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;Oct  ;Nov  ;Dec  ;Jan  ;Feb  ;Mar  ;Apr  ;May  ;Jun  ;Jul  ;Aug  ;Sep  ;
;;;;;;;;;;;;;;
1;;41;42;92;236;1163;4753;5423;1930;672;367;241;160;
2;;40;43;99;249;1221;4691;5450;1782;653;362;238;160;
3;;40;43;104;256;1302;4641;5573;1700;636;357;235;160;
4;;40;44;109;267;1346;4555;5715;1624;620;351;232;158;
5;;40;45;113;273;1368;4432;5805;1551;604;346;228;156;
6;;39;47;116;273;1441;4322;5825;1480;591;341;225;154;
7;;39;47;119;278;1462;4194;5803;1406;577;337;222;153;
8;;39;47;129;281;1492;4047;5772;1346;566;331;219;153;
9;;39;47;140;289;1563;3880;5726;1294;555;329;217;150;
10;;40;49;143;297;1683;3670;5598;1242;542;326;210;149;
11;;40;50;145;313;1898;3497;5417;1200;531;323;207;147;
12;;40;49;152;327;2168;3339;5209;1158;521;321;204;146;
13;;42;48;158;350;2433;3226;4954;1117;511;318;201;144;
14;;43;50;166;379;2641;3090;4726;1083;501;315;198;143;
15;;44;53;171;404;2931;2983;4516;1047;488;312;196;141;
16;;43;55;178;441;3355;2883;4351;1022;480;308;194;139;
17;;42;54;184;459;3761;2838;4224;991;470;305;190;137;
18;;43;57;188;480;3999;2932;4098;963;461;301;188;135;
19;;43;60;192;513;4235;3015;3917;934;452;297;187;133;
20;;42;60;197;542;4409;3134;3690;923;447;293;184;131;
21;;42;61;197;579;4621;3282;3447;914;438;288;182;129;
22;;43;63;207;627;4812;3455;3207;884;430;283;180;127;
23;;44;65;206;703;4944;3711;2992;862;421;279;177;125;
24;;43;66;209;759;4994;3952;2771;836;415;274;175;123;
25;;43;67;210;823;5006;4061;2493;817;407;270;174;120;
26;;43;72;211;858;4970;4239;2381;795;399;266;171;119;
27;;43;76;213;889;4913;4559;2274;776;394;261;169;118;
28;;44;83;220;918;4863;4858;2173;755;387;257;166;118;
29;;43;86;225;969;4815;5014;2082;732;381;252;165;115;
30;;43;88;231;1042;;5143;1994;708;375;247;163;114;
31;;43;;233;1089;;5290;;688;;243;161;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Station Number : 130400         ;Year: 2020/2021;;;;;;;;;;;;;
Station Name : 1-105 Zambezi At Chavuma Mission (130400);;;;;;;;;;;;;;
Time-Series Type : Flow (cumecs);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;Oct  ;Nov  ;Dec  ;Jan  ;Feb  ;Mar  ;Apr  ;May  ;Jun  ;Jul  ;Aug  ;Sep  ;
;;;;;;;;;;;;;;
1;;112;85;116;627;1700;2336;1800;1179;625;356;231;153;
2;;110;83;118;662;1721;2292;2117;1159;608;347;229;150;
3;;108;81;136;690;1793;2204;2483;1185;595;342;225;149;
4;;107;80;163;713;1927;2107;2911;1185;581;337;222;147;
5;;106;80;161;767;2029;2022;3163;1188;564;333;218;146;
6;;105;79;159;773;2121;1955;3303;1193;552;328;216;144;
7;;103;84;160;771;2214;1883;3396;1197;540;324;212;142;
8;;102;85;163;776;2274;1829;3460;1193;529;320;211;140;
9;;107;83;171;783;2303;1875;3423;1172;518;316;207;139;
10;;108;83;181;776;2317;1892;3282;1150;507;311;205;137;
11;;107;81;186;782;2426;1868;3082;1119;498;307;203;133;
12;;106;80;205;798;2530;1857;2865;1094;488;302;198;132;
13;;107;79;224;827;2579;1829;2639;1061;478;298;197;131;
14;;105;79;234;866;2566;1900;2449;1034;469;294;194;128;
15;;106;80;308;924;2475;1843;2283;1011;460;289;191;126;
16;;107;79;333;1012;2373;1739;2147;986;452;286;189;124;
17;;105;82;333;1068;2255;1653;2010;960;444;282;186;122;
18;;105;81;346;1080;2158;1623;1889;924;437;278;183;120;
19;;103;83;367;1083;2058;1618;1792;900;430;275;181;118;
20;;101;84;370;1207;1982;1598;1697;875;421;271;179;116;
21;;100;86;384;1281;1933;1567;1609;851;414;269;177;114;
22;;98;89;393;1345;1867;1552;1546;832;409;264;174;112;
23;;97;92;407;1379;1837;1544;1483;811;401;259;172;110;
24;;96;99;450;1408;1838;1531;1430;784;395;257;171;108;
25;;95;103;466;1526;2032;1494;1390;764;388;252;169;106;
26;;93;105;479;1594;2189;1511;1347;740;384;248;166;104;
27;;91;106;498;1639;2248;1460;1310;723;377;243;163;102;
28;;90;113;513;1620;2269;1444;1273;703;372;242;160;101;
29;;88;112;520;1625;;1465;1240;682;366;241;159;101;
30;;86;114;536;1637;;1530;1214;663;361;238;157;99;
31;;86;;585;1668;;1666;;645;;234;154;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Station Number : 130400         ;Year: 2021/2022;;;;;;;;;;;;;
Station Name : 1-105 Zambezi At Chavuma Mission (130400);;;;;;;;;;;;;;
Time-Series Type : Flow (cumecs);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;Oct  ;Nov  ;Dec  ;Jan  ;Feb  ;Mar  ;Apr  ;May  ;Jun  ;Jul  ;Aug  ;Sep  ;
;;;;;;;;;;;;;;
1;;97;95;126;368;810;1842;2829;1478;529;302;193;120;
2;;96;97;131;374;802;1893;2919;1396;514;298;190;118;
3;;96;96;133;374;808;1919;3032;1352;500;292;188;118;
4;;94;95;135;374;817;1953;3080;1302;488;289;186;117;
5;;93;97;135;376;833;1955;3089;1255;477;285;182;115;
6;;97;98;135;381;833;1937;3064;1168;468;281;180;114;
7;;96;98;133;391;838;1907;2989;1134;454;277;176;112;
8;;96;99;133;437;869;1876;2879;1098;448;272;173;110;
9;;98;99;133;427;911;1810;2772;1070;439;268;172;109;
10;;98;99;131;462;944;1768;2685;1036;430;265;169;108;
11;;98;101;129;495;951;1696;2569;1008;421;263;166;106;
12;;98;103;130;500;987;1660;2477;981;412;257;163;105;
13;;99;101;130;526;1040;1619;2376;956;408;254;160;104;
14;;99;100;135;564;1115;1592;2287;916;400;251;159;101;
15;;98;98;136;589;1161;1551;2233;892;392;247;157;101;
16;;99;97;138;610;1192;1557;2219;862;385;244;154;100;
17;;97;95;143;618;1212;1673;2219;837;379;239;150;99;
18;;93;95;141;646;1245;1712;2203;817;372;235;148;98;
19;;96;98;148;676;1285;1741;2144;794;367;233;147;96;
20;;93;97;149;711;1317;1789;2086;773;361;231;144;93;
21;;96;101;153;735;1317;1829;2023;753;356;227;142;96;
22;;94;110;159;762;1326;1897;1960;728;346;224;139;94;
23;;92;119;179;793;1387;2002;1896;705;339;222;138;93;
24;;91;118;189;814;1468;2103;1830;684;335;218;136;92;
25;;92;116;213;824;1565;2181;1783;659;330;213;133;91;
26;;97;115;248;821;1658;2237;1709;638;326;210;132;91;
27;;96;118;273;815;1733;2302;1645;616;321;207;129;90;
28;;94;119;296;810;1789;2334;1580;597;316;205;127;90;
29;;94;122;324;810;;2388;1557;579;310;203;127;90;
30;;94;126;329;813;;2531;1513;561;306;199;126;91;
31;;93;;359;812;;2708;;544;;197;123;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Station Number : 130400         ;Year: 2022/2023;;;;;;;;;;;;;
Station Name : 1-105 Zambezi At Chavuma Mission (130400);;;;;;;;;;;;;;
Time-Series Type : Flow (cumecs);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;Oct  ;Nov  ;Dec  ;Jan  ;Feb  ;Mar  ;Apr  ;May  ;Jun  ;Jul  ;Aug  ;Sep  ;
;;;;;;;;;;;;;;
1;;91;63;169;489;1966;1083;1350;1582;610;324;193;118;
2;;91;63;180;538;1887;1067;1479;1518;593;320;190;116;
3;;90;66;193;571;1819;1052;1615;1453;576;312;187;113;
4;;89;68;205;590;1748;1036;1716;1404;563;307;184;112;
5;;89;70;215;605;1700;1012;1895;1356;545;302;181;109;
6;;88;72;221;621;1673;992;2103;1317;536;296;179;109;
7;;88;73;228;637;1640;985;2275;1270;521;290;176;108;
8;;86;76;248;643;1724;983;2417;1223;509;286;173;106;
9;;84;76;252;654;1738;973;2548;1189;496;281;170;104;
10;;83;83;252;653;1708;966;2595;1151;486;277;166;103;
11;;81;87;257;651;1691;960;2603;1119;477;270;164;101;
12;;80;90;269;672;1691;953;2586;1081;467;265;161;100;
13;;79;93;273;684;1681;945;2574;1061;458;261;159;99;
14;;76;98;275;741;1648;940;2586;1021;447;258;154;98;
15;;75;101;277;795;1608;941;2614;998;438;254;154;96;
16;;72;105;274;869;1538;936;2597;969;429;251;151;96;
17;;70;106;272;898;1461;934;2565;941;420;246;148;94;
18;;70;107;269;963;1396;925;2485;924;412;241;147;94;
19;;68;113;269;1053;1342;924;2430;887;405;239;144;92;
20;;67;114;274;1147;1289;926;2328;863;398;236;142;90;
21;;65;114;263;1451;1241;925;2235;842;392;231;140;89;
22;;63;119;256;1715;1204;938;2146;817;384;227;139;88;
23;;63;119;270;1879;1197;920;2073;794;376;223;136;87;
24;;64;118;256;2075;1192;918;2003;772;369;220;133;86;
25;;62;122;261;2219;1171;943;1955;750;364;217;132;85;
26;;61;130;270;2334;1141;976;1906;728;360;214;129;84;
27;;61;124;337;2338;1114;1012;1845;704;348;210;128;83;
28;;61;133;365;2266;1100;1056;1776;684;341;207;125;83;
29;;60;144;398;2255;;1095;1700;665;334;203;123;83;
30;;59;157;413;2170;;1151;1631;643;329;201;122;84;
31;;60;;433;2061;;1207;;627;;197;119;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Station Number : 130400         ;Year: 2023/2024;;;;;;;;;;;;;
Station Name : 1-105 Zambezi At Chavuma Mission (130400);;;;;;;;;;;;;;
Time-Series Type : Flow (cumecs);;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;Oct  ;Nov  ;Dec  ;Jan  ;Feb  ;Mar  ;Apr  ;May  ;Jun  ;Jul  ;Aug  ;Sep  ;
;;;;;;;;;;;;;;
1;;83;83;107;350;463;369;403;870;385;245;154;93;
2;;82;84;117;367;469;347;410;843;379;241;151;93;
3;;81;85;133;370;468;366;418;821;370;237;149;91;
4;;80;86;142;378;459;369;434;799;364;234;147;90;
5;;79;89;156;382;451;366;440;774;360;230;146;88;
6;;81;91;163;385;444;357;458;750;354;225;143;87;
7;;80;91;167;395;442;350;475;729;352;222;141;86;
8;;79;93;173;410;434;347;500;706;347;219;139;85;
9;;79;95;182;419;425;343;524;686;339;216;137;84;
10;;78;96;188;426;419;344;550;667;333;212;135;83;
11;;78;98;193;444;413;348;585;648;329;209;133;81;
12;;76;103;204;464;411;351;614;631;324;207;132;80;
13;;74;104;207;489;409;356;646;614;320;204;130;79;
14;;72;103;243;500;409;355;677;597;315;201;127;78;
15;;72;106;246;507;409;355;717;582;310;198;126;76;
16;;74;104;249;511;408;361;736;567;304;195;124;74;
17;;73;104;254;515;407;364;764;552;299;192;121;73;
18;;72;104;258;517;404;367;789;536;294;189;120;72;
19;;73;105;266;518;401;371;816;520;290;186;118;71;
20;;72;102;270;527;404;373;839;505;286;183;115;70;
21;;75;103;281;529;404;375;865;493;283;181;113;69;
22;;75;101;282;531;402;378;897;478;279;178;112;68;
23;;77;102;287;530;398;378;925;470;275;176;110;67;
24;;77;104;289;525;394;377;959;458;270;173;107;65;
25;;80;105;292;524;387;379;973;447;266;171;106;64;
26;;79;107;311;518;384;380;971;437;261;169;105;64;
27;;83;107;324;516;383;383;964;427;257;167;102;65;
28;;84;108;326;500;375;385;949;418;254;164;101;64;
29;;83;106;327;490;371;386;916;408;249;161;99;64;
30;;83;112;332;480;;394;891;399;246;159;97;63;
31;;83;;343;474;;397;;393;;157;96;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
Station Number : 130400         ;Year: 2024/2025;;;;;;;;;;;;;
Station Name : 1-105 Zambezi At Chavuma Mission (130400);;;;;;;;;;;;;;
Time-Series Type : Flow (cumecs);;;;;;;;;;;;;;
;;Oct  ;Nov  ;Dec  ;Jan  ;Feb  ;Mar  ;Apr  ;May  ;Jun  ;Jul  ;Aug  ;Sep  ;
;;;;;;;;;;;;;;
1;;63;57;95;131;286;1982;;;;;;;
2;;63;59;96;134;339;2009;;;;;;;
3;;63;59;95;136;365;2039;;;;;;;
4;;62;61;93;144;401;2062;;;;;;;
5;;61;62;95;150;438;2078;;;;;;;
6;;61;61;93;153;494;2085;;;;;;;
7;;63;63;91;158;561;2076;;;;;;;
8;;62;63;91;165;631;2086;;;;;;;
9;;61;65;94;171;696;2089;;;;;;;
10;;61;64;96;178;826;2088;;;;;;;
11;;60;64;96;179;988;2026;;;;;;;
12;;60;64;94;178;1160;;;;;;;;
13;;59;69;92;180;1319;;;;;;;;
14;;57;71;92;182;1488;;;;;;;;
15;;57;72;91;183;1606;;;;;;;;
16;;56;72;89;182;1713;;;;;;;;
17;;55;72;92;181;1790;;;;;;;;
